"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","FDIRESTR","DISTRIB","RESTR","A","2003",0.175,
"AUS","FDIRESTR","DISTRIB","RESTR","A","2006",0.175,
"AUS","FDIRESTR","DISTRIB","RESTR","A","2010",0.075,
"AUS","FDIRESTR","DISTRIB","RESTR","A","2011",0.075,
"AUS","FDIRESTR","DISTRIB","RESTR","A","2012",0.075,
"AUS","FDIRESTR","DISTRIB","RESTR","A","2013",0.075,
"AUS","FDIRESTR","DISTRIB","RESTR","A","2014",0.075,
"AUS","FDIRESTR","DISTRIB","RESTR","A","2015",0.075,
"AUS","FDIRESTR","DISTRIB","RESTR","A","2016",0.075,
"AUS","FDIRESTR","DISTRIB","RESTR","A","2017",0.075,
"AUS","FDIRESTR","DISTRIB","RESTR","A","2018",0.075,
"AUS","FDIRESTR","DISTRIB","RESTR","A","2019",0.075,
"AUT","FDIRESTR","DISTRIB","RESTR","A","2003",0,
"AUT","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"AUT","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"AUT","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"AUT","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"AUT","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"AUT","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"AUT","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"AUT","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"AUT","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"AUT","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"AUT","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"BEL","FDIRESTR","DISTRIB","RESTR","A","2003",0.023,
"BEL","FDIRESTR","DISTRIB","RESTR","A","2006",0.023,
"BEL","FDIRESTR","DISTRIB","RESTR","A","2010",0.023,
"BEL","FDIRESTR","DISTRIB","RESTR","A","2011",0.023,
"BEL","FDIRESTR","DISTRIB","RESTR","A","2012",0.023,
"BEL","FDIRESTR","DISTRIB","RESTR","A","2013",0.023,
"BEL","FDIRESTR","DISTRIB","RESTR","A","2014",0.023,
"BEL","FDIRESTR","DISTRIB","RESTR","A","2015",0.023,
"BEL","FDIRESTR","DISTRIB","RESTR","A","2016",0.023,
"BEL","FDIRESTR","DISTRIB","RESTR","A","2017",0.023,
"BEL","FDIRESTR","DISTRIB","RESTR","A","2018",0.023,
"BEL","FDIRESTR","DISTRIB","RESTR","A","2019",0.023,
"CAN","FDIRESTR","DISTRIB","RESTR","A","2003",0.11,
"CAN","FDIRESTR","DISTRIB","RESTR","A","2006",0.11,
"CAN","FDIRESTR","DISTRIB","RESTR","A","2010",0.11,
"CAN","FDIRESTR","DISTRIB","RESTR","A","2011",0.11,
"CAN","FDIRESTR","DISTRIB","RESTR","A","2012",0.11,
"CAN","FDIRESTR","DISTRIB","RESTR","A","2013",0.11,
"CAN","FDIRESTR","DISTRIB","RESTR","A","2014",0.11,
"CAN","FDIRESTR","DISTRIB","RESTR","A","2015",0.1,
"CAN","FDIRESTR","DISTRIB","RESTR","A","2016",0.1,
"CAN","FDIRESTR","DISTRIB","RESTR","A","2017",0.095,
"CAN","FDIRESTR","DISTRIB","RESTR","A","2018",0.095,
"CAN","FDIRESTR","DISTRIB","RESTR","A","2019",0.095,
"CZE","FDIRESTR","DISTRIB","RESTR","A","2003",0,
"CZE","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"CZE","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"CZE","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"CZE","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"CZE","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"CZE","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"CZE","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"CZE","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"CZE","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"CZE","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"CZE","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"DNK","FDIRESTR","DISTRIB","RESTR","A","2003",0,
"DNK","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"DNK","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"DNK","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"DNK","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"DNK","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"DNK","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"DNK","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"DNK","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"DNK","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"DNK","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"DNK","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"FIN","FDIRESTR","DISTRIB","RESTR","A","2003",0.15,
"FIN","FDIRESTR","DISTRIB","RESTR","A","2006",0.02,
"FIN","FDIRESTR","DISTRIB","RESTR","A","2010",0.009,
"FIN","FDIRESTR","DISTRIB","RESTR","A","2011",0.009,
"FIN","FDIRESTR","DISTRIB","RESTR","A","2012",0.009,
"FIN","FDIRESTR","DISTRIB","RESTR","A","2013",0.009,
"FIN","FDIRESTR","DISTRIB","RESTR","A","2014",0.009,
"FIN","FDIRESTR","DISTRIB","RESTR","A","2015",0.009,
"FIN","FDIRESTR","DISTRIB","RESTR","A","2016",0.009,
"FIN","FDIRESTR","DISTRIB","RESTR","A","2017",0.009,
"FIN","FDIRESTR","DISTRIB","RESTR","A","2018",0.009,
"FIN","FDIRESTR","DISTRIB","RESTR","A","2019",0.009,
"FRA","FDIRESTR","DISTRIB","RESTR","A","2003",0,
"FRA","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"FRA","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"FRA","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"FRA","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"FRA","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"FRA","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"FRA","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"FRA","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"FRA","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"FRA","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"FRA","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"DEU","FDIRESTR","DISTRIB","RESTR","A","2003",0,
"DEU","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"DEU","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"DEU","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"DEU","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"DEU","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"DEU","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"DEU","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"DEU","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"DEU","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"DEU","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"DEU","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"GRC","FDIRESTR","DISTRIB","RESTR","A","2003",0.015,
"GRC","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"GRC","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"GRC","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"GRC","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"GRC","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"GRC","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"GRC","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"GRC","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"GRC","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"GRC","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"GRC","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"HUN","FDIRESTR","DISTRIB","RESTR","A","2003",0,
"HUN","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"HUN","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"HUN","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"HUN","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"HUN","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"HUN","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"HUN","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"HUN","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"HUN","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"HUN","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"HUN","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"ISL","FDIRESTR","DISTRIB","RESTR","A","2003",0.112,
"ISL","FDIRESTR","DISTRIB","RESTR","A","2006",0.112,
"ISL","FDIRESTR","DISTRIB","RESTR","A","2010",0.112,
"ISL","FDIRESTR","DISTRIB","RESTR","A","2011",0.112,
"ISL","FDIRESTR","DISTRIB","RESTR","A","2012",0.112,
"ISL","FDIRESTR","DISTRIB","RESTR","A","2013",0.112,
"ISL","FDIRESTR","DISTRIB","RESTR","A","2014",0.112,
"ISL","FDIRESTR","DISTRIB","RESTR","A","2015",0.112,
"ISL","FDIRESTR","DISTRIB","RESTR","A","2016",0.112,
"ISL","FDIRESTR","DISTRIB","RESTR","A","2017",0.112,
"ISL","FDIRESTR","DISTRIB","RESTR","A","2018",0.112,
"ISL","FDIRESTR","DISTRIB","RESTR","A","2019",0.112,
"IRL","FDIRESTR","DISTRIB","RESTR","A","2003",0,
"IRL","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"IRL","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"IRL","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"IRL","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"IRL","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"IRL","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"IRL","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"IRL","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"IRL","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"IRL","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"IRL","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"ITA","FDIRESTR","DISTRIB","RESTR","A","2003",0,
"ITA","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"ITA","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"ITA","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"ITA","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"ITA","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"ITA","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"ITA","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"ITA","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"ITA","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"ITA","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"ITA","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"JPN","FDIRESTR","DISTRIB","RESTR","A","2003",0.001,
"JPN","FDIRESTR","DISTRIB","RESTR","A","2006",0.001,
"JPN","FDIRESTR","DISTRIB","RESTR","A","2010",0.001,
"JPN","FDIRESTR","DISTRIB","RESTR","A","2011",0.001,
"JPN","FDIRESTR","DISTRIB","RESTR","A","2012",0.001,
"JPN","FDIRESTR","DISTRIB","RESTR","A","2013",0.001,
"JPN","FDIRESTR","DISTRIB","RESTR","A","2014",0.001,
"JPN","FDIRESTR","DISTRIB","RESTR","A","2015",0.001,
"JPN","FDIRESTR","DISTRIB","RESTR","A","2016",0.001,
"JPN","FDIRESTR","DISTRIB","RESTR","A","2017",0.001,
"JPN","FDIRESTR","DISTRIB","RESTR","A","2018",0.001,
"JPN","FDIRESTR","DISTRIB","RESTR","A","2019",0.001,
"KOR","FDIRESTR","DISTRIB","RESTR","A","2003",0,
"KOR","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"KOR","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"KOR","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"KOR","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"KOR","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"KOR","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"KOR","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"KOR","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"KOR","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"KOR","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"KOR","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"LUX","FDIRESTR","DISTRIB","RESTR","A","2003",0,
"LUX","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"LUX","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"LUX","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"LUX","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"LUX","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"LUX","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"LUX","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"LUX","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"LUX","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"LUX","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"LUX","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"MEX","FDIRESTR","DISTRIB","RESTR","A","2003",0.175,
"MEX","FDIRESTR","DISTRIB","RESTR","A","2006",0.175,
"MEX","FDIRESTR","DISTRIB","RESTR","A","2010",0.175,
"MEX","FDIRESTR","DISTRIB","RESTR","A","2011",0.175,
"MEX","FDIRESTR","DISTRIB","RESTR","A","2012",0.175,
"MEX","FDIRESTR","DISTRIB","RESTR","A","2013",0.175,
"MEX","FDIRESTR","DISTRIB","RESTR","A","2014",0.175,
"MEX","FDIRESTR","DISTRIB","RESTR","A","2015",0.175,
"MEX","FDIRESTR","DISTRIB","RESTR","A","2016",0.125,
"MEX","FDIRESTR","DISTRIB","RESTR","A","2017",0.123,
"MEX","FDIRESTR","DISTRIB","RESTR","A","2018",0.123,
"MEX","FDIRESTR","DISTRIB","RESTR","A","2019",0.123,
"NLD","FDIRESTR","DISTRIB","RESTR","A","2003",0,
"NLD","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"NLD","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"NLD","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"NLD","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"NLD","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"NLD","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"NLD","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"NLD","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"NLD","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"NLD","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"NLD","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"NZL","FDIRESTR","DISTRIB","RESTR","A","2003",0.2,
"NZL","FDIRESTR","DISTRIB","RESTR","A","2006",0.2,
"NZL","FDIRESTR","DISTRIB","RESTR","A","2010",0.2,
"NZL","FDIRESTR","DISTRIB","RESTR","A","2011",0.2,
"NZL","FDIRESTR","DISTRIB","RESTR","A","2012",0.2,
"NZL","FDIRESTR","DISTRIB","RESTR","A","2013",0.2,
"NZL","FDIRESTR","DISTRIB","RESTR","A","2014",0.2,
"NZL","FDIRESTR","DISTRIB","RESTR","A","2015",0.2,
"NZL","FDIRESTR","DISTRIB","RESTR","A","2016",0.2,
"NZL","FDIRESTR","DISTRIB","RESTR","A","2017",0.19,
"NZL","FDIRESTR","DISTRIB","RESTR","A","2018",0.19,
"NZL","FDIRESTR","DISTRIB","RESTR","A","2019",0.19,
"NOR","FDIRESTR","DISTRIB","RESTR","A","2003",0,
"NOR","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"NOR","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"NOR","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"NOR","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"NOR","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"NOR","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"NOR","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"NOR","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"NOR","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"NOR","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"NOR","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"POL","FDIRESTR","DISTRIB","RESTR","A","2003",0,
"POL","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"POL","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"POL","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"POL","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"POL","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"POL","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"POL","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"POL","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"POL","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"POL","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"POL","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"PRT","FDIRESTR","DISTRIB","RESTR","A","2003",0,
"PRT","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"PRT","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"PRT","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"PRT","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"PRT","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"PRT","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"PRT","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"PRT","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"PRT","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"PRT","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"PRT","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"SVK","FDIRESTR","DISTRIB","RESTR","A","2003",0,
"SVK","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"SVK","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"SVK","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"SVK","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"SVK","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"SVK","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"SVK","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"SVK","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"SVK","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"SVK","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"SVK","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"ESP","FDIRESTR","DISTRIB","RESTR","A","2003",0,
"ESP","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"ESP","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"ESP","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"ESP","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"ESP","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"ESP","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"ESP","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"ESP","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"ESP","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"ESP","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"ESP","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"SWE","FDIRESTR","DISTRIB","RESTR","A","2003",0,
"SWE","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"SWE","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"SWE","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"SWE","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"SWE","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"SWE","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"SWE","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"SWE","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"SWE","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"SWE","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"SWE","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"CHE","FDIRESTR","DISTRIB","RESTR","A","2003",0.075,
"CHE","FDIRESTR","DISTRIB","RESTR","A","2006",0.075,
"CHE","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"CHE","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"CHE","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"CHE","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"CHE","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"CHE","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"CHE","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"CHE","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"CHE","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"CHE","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"TUR","FDIRESTR","DISTRIB","RESTR","A","2003",0.2,
"TUR","FDIRESTR","DISTRIB","RESTR","A","2006",0.005,
"TUR","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"TUR","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"TUR","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"TUR","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"TUR","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"TUR","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"TUR","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"TUR","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"TUR","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"TUR","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"GBR","FDIRESTR","DISTRIB","RESTR","A","2003",0,
"GBR","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"GBR","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"GBR","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"GBR","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"GBR","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"GBR","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"GBR","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"GBR","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"GBR","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"GBR","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"GBR","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"USA","FDIRESTR","DISTRIB","RESTR","A","2003",0,
"USA","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"USA","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"USA","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"USA","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"USA","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"USA","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"USA","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"USA","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"USA","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"USA","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"USA","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"ARG","FDIRESTR","DISTRIB","RESTR","A","2003",0,
"ARG","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"ARG","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"ARG","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"ARG","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"ARG","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"ARG","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"ARG","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"ARG","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"ARG","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"ARG","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"ARG","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"BRA","FDIRESTR","DISTRIB","RESTR","A","2003",0.025,
"BRA","FDIRESTR","DISTRIB","RESTR","A","2006",0.025,
"BRA","FDIRESTR","DISTRIB","RESTR","A","2010",0.025,
"BRA","FDIRESTR","DISTRIB","RESTR","A","2011",0.025,
"BRA","FDIRESTR","DISTRIB","RESTR","A","2012",0.025,
"BRA","FDIRESTR","DISTRIB","RESTR","A","2013",0.025,
"BRA","FDIRESTR","DISTRIB","RESTR","A","2014",0.025,
